,UF,Cidade,Nome,Funcao
1115,SP,Pirajuí,Denise Guimarães de Oliveira,Secretário(a) de Saúde
1116,PR,Curitiba, BEATRIZ BATTISTELLA NADAS,Secretário(a) de Saúde
1117,SC,SãoJoãodoItaperiú,CASSIA MARANGONI,Secretário(a) de Saúde
1118,MT,IpirangadoNorte,CRISTIANE PAULA PAPINI,Secretário(a) de Saúde
1119,MT,Itanhangá,BRUNO HENRIQUE ASCARI FELIX,Secretário(a) de Saúde
1120,GO,AbadiadeGoiás,PEDRO RANNA LUDOVICO DE ALMEIDA,Secretário(a) de Saúde
1121,AC,PlácidodeCastro,ELENIRA COSTA DA SILVA,Secretário(a) de Saúde
1122,AM,Amaturá,MARIA NAZARÉ DA SILVA ROCHA,Secretário(a) de Saúde
1123,MA,SãoBento,EMERSON FRANK SILVA DE SOUZA ,Secretário(a) de Saúde
1124,PI,SãoGonçalodoGurguéia,RAIMUNDA ALEXANDRE DA SILVA REIS DE SOUSA,Secretário(a) de Saúde
1125,PI,SãoGonçalodoPiauí,LIA STEFHANIA BARBOSA RIBEIRO COÉLHO,Secretário(a) de Saúde
1126,PB,PedraBranca,MÔNICA MARIA DE SOUSA LACERDA,Secretário(a) de Saúde
1127,PE,Ipojuca,Manuncia Machado Nunes de Medeiros,Secretário(a) de Saúde
1128,BA,Barrocas,MYLAIDE RHAVENNA AVELINO DE QUEIROZ,Secretário(a) de Saúde
1129,BA,Cairu,CÍNTIA BONFIM ROSEMBERG MEIRELES,Secretário(a) de Saúde
1130,BA,Correntina,MARIA DE LURDES NEVES SODRÉ,Secretário(a) de Saúde
1131,BA,LuísEduardoMagalhães,MARIA GABRIELA IZOTON,Secretário(a) de Saúde
1132,BA,Maraú,JULIANA LEMOS VIANA,Secretário(a) de Saúde
1133,BA,SãoFranciscodoConde,THYLA CERQUEIRA MENDES,Secretário(a) de Saúde
1134,ES,PontoBelo,Marcos Coutinho,Secretário(a) de Saúde
1135,ES,SãoDomingosdoNorte,Waldir Feroni Júnior,Secretário(a) de Saúde
1136,SP,Jambeiro,PRISCILA RIOS MORENO,Secretário(a) de Saúde
1137,SP,Orlândia,Fábio Polimeno Benedicto,Secretário(a) de Saúde
1138,SC,CamposNovos,VINICIUS SERENA,Secretário(a) de Saúde
1139,SC,CapivarideBaixo,Andréa Espíndola Paes,Secretário(a) de Saúde
1140,SC,CordilheiraAlta,SINDONIA SALETE CECON MERISIO,Secretário(a) de Saúde
1141,SC,CoronelMartins,VALCIR ALVARISTO,Secretário(a) de Saúde
1142,SC,Macieira,Neldo Zmmer,Secretário(a) de Saúde
1143,SC,MorroGrande,Erica Sartor Zuchinali,Secretário(a) de Saúde
1144,SC,PonteAltadoNorte,MARIA SALETE LOURENÇO,Secretário(a) de Saúde
1145,SC,Sangão,Samira Casagrande de Souza,Secretário(a) de Saúde
1146,SC,VargemBonita,JONAS VESARO MACEDO,Secretário(a) de Saúde
1147,AM,Codajás,CARLOS ALBERTO FERREIRA PINHEIRO,Secretário(a) de Saúde
1148,AM,FonteBoa,ALAISON FERREIRA LISBOA,Secretário(a) de Saúde
1149,AM,RioPretodaEva,AILA CARLA DA COSTA BERNARDINO ,Secretário(a) de Saúde
1150,MA,PeriMirim,Isabel Cristina Coqueiro da Silva,Secretário(a) de Saúde
1151,PI,AntônioAlmeida,JAMILLA MARTINS DA ROCHA,Secretário(a) de Saúde
1152,PI,ManoelEmídio,FRANK PIRES DE SOUSA,Secretário(a) de Saúde
1153,CE,Iracema,LEONARDO RAFAEL DE CARVALHO CELESTINO,Secretário(a) de Saúde
1154,PB,Remígio,Andrea Cristiane Alexandre Alves Balbino,Secretário(a) de Saúde
1155,PB,SãoJosédoBonfim,Daniela Gomes da Nóbrega Candeia,Secretário(a) de Saúde
1156,SE,Riachuelo,ANA LÍDIA NASCIMENTO DE BARROS,Secretário(a) de Saúde
1157,MG,MathiasLobato,ANDRÉ FERREIRA DE MORAIS NETO,Secretário(a) de Saúde
1158,ES,Sooretama,IZABEL DOS SANTOS OLIVEIRA,Secretário(a) de Saúde
1159,SP,Borá,LAISA OLIVEIRA MARINI,Secretário(a) de Saúde
1160,SP,Fartura,Fabiana Garcia Gobbo Dognani,Secretário(a) de Saúde
1161,SC,Arabutã,CLEITON JAIR LERMENN,Secretário(a) de Saúde
1162,SC,Ipuaçu,RAQUELI BIASOTTO,Secretário(a) de Saúde
1163,RS,Encantado,Cassiano de Freitas,Secretário(a) de Saúde
1164,RS,MatoCastelhano,ROGERIO AZEREDO FRANCA,Secretário(a) de Saúde
1165,PI,HugoNapoleão,ANTONINA NUNES DE MACEDO,Secretário(a) de Saúde
1166,PB,Sumé,Tanniery Lêla Araujo de Sousa,Secretário(a) de Saúde
1167,BA,Caatiba,UILTON ROLDAO  NERES,Secretário(a) de Saúde
1168,BA,Fátima,MONICA SANTOS REIS,Secretário(a) de Saúde
1169,MG,SãoLourenço,PATRICIA PEREIRA LESSA,Secretário(a) de Saúde
1170,SP,Arealva,Sandra de Fatima Meneguete,Secretário(a) de Saúde
1171,SP,SãoMiguelArcanjo,Iascara Gorete Oliveira Rosa,Secretário(a) de Saúde
1172,MA,PortoFranco,Valéria Maria Santos Macêdo,Secretário(a) de Saúde
1173,PE,Calumbi,Alice María da Silva,Secretário(a) de Saúde
1174,MG,PoçoFundo,ROSIEL DE LIMA,Secretário(a) de Saúde
1175,SP,Alumínio,Luiz Carlos Beda,Secretário(a) de Saúde
1176,SP,CapãoBonito,Roberto Kasushi Tamura,Secretário(a) de Saúde
1177,SP,Cotia,MAGNO SAUTER FERREIRA DE ANDRADE JUNIOR,Secretário(a) de Saúde
1178,SP,Pacaembu,MARIANA VALENÇA DE SOUZA MICALI,Secretário(a) de Saúde
1179,SP,Pongaí,TAMIRIS TOMAZ DE CAMPOS BELÍSSIMO,Secretário(a) de Saúde
1180,SP,Suzano,Pedro Charles Shirakawa Ishi,Secretário(a) de Saúde
1181,SP,Ubirajara,Giovana Guerra Bocardi Ferreira,Secretário(a) de Saúde
1182,SP,Vinhedo,Carlos Eduardo Sole Vernin,Secretário(a) de Saúde
1183,PR,Carlópolis,Paulo César Alves,Secretário(a) de Saúde
1184,PR,Jacarezinho,JOÃO LUCAS THABET VENTURINI,Secretário(a) de Saúde
1185,RN,TibaudoSul,JUCILEIDE BARROS DE ALBUQUERQUE COSTA,Secretário(a) de Saúde
1186,BA,EntreRios,EDMARA CORREIA DE MATOS,Secretário(a) de Saúde
1187,BA,Macarani,SIONE SOUZA SANTOS PASSINI,Secretário(a) de Saúde
1188,ES,Aracruz,Rosiane Scarpatt Toffoli,Secretário(a) de Saúde
1189,RJ,BelfordRoxo,Christian Vieira da Silva,Secretário(a) de Saúde
1190,SP,Cerquilho,Claudia Maria Reimann Baston,Secretário(a) de Saúde
1191,SP,Jacareí,ROSANA GRAVENA,Secretário(a) de Saúde
1192,SP,Planalto,TELMA CRISTINA GUERBACH SILVA,Secretário(a) de Saúde
1193,SP,Reginópolis,Giovanna Stephane Benso Silva Lázari,Secretário(a) de Saúde
1194,SP,SãoJosédaBelaVista,Silvio Augusto Balan Garcia,Secretário(a) de Saúde
1195,SC,Araranguá,Daiane Biff,Secretário(a) de Saúde
1196,SC,Seara,FLAVIO  JOEL ZOLET,Secretário(a) de Saúde
1197,RS,PedroOsório,CHRISTIAN DA SILVA LUCAS,Secretário(a) de Saúde
1198,RS,SantoAntôniodaPatrulha,Antonio Selist,Secretário(a) de Saúde
1199,PA,SantoAntôniodoTauá,Enedina Matos da Silva,Secretário(a) de Saúde
1200,RN,Extremoz,Maria de Jesus de Oliveira Lima,Secretário(a) de Saúde
1201,RN,GovernadorDix-SeptRosado,Francisco Adail Carlos do Vale Costa,Secretário(a) de Saúde
1202,PB,Coremas,ALY CAROLINY VICENTE DINIZ GONÇALVES,Secretário(a) de Saúde
1203,SE,Aquidabã,TONY MACIEL PEREIRA SANTOS,Secretário(a) de Saúde
1204,BA,DomMacedoCosta,LUANA EDIARA MOREIRA PITON,Secretário(a) de Saúde
1205,ES,PresidenteKennedy,Alessandra Neves Lima,Secretário(a) de Saúde
1206,SP,AlfredoMarcondes,ROSEMEIRE SEVERINO LELI DILLIO ,Secretário(a) de Saúde
1207,SP,Aramina,Beatris Lenita Silva Hauck,Secretário(a) de Saúde
1208,SP,Cruzália,MARIA LÚCIA ALVES DIAS,Secretário(a) de Saúde
1209,SP,Itajobi,Poliana de Moraes Oliveira,Secretário(a) de Saúde
1210,SP,Jaci,CLAUDIA MONTEIRO FERRAZZI FERREIRA ,Secretário(a) de Saúde
1211,SP,Marília,Cassio Luiz Pinto Junior,Secretário(a) de Saúde
1212,RS,SãoGabriel,Kátia Raposo,Secretário(a) de Saúde
1213,MS,Inocência,ELIAS APARECIDO LACERDA FERREIRA,Secretário(a) de Saúde
1214,PA,Marabá,Monica Borchart Nicolau,Secretário(a) de Saúde
1215,PA,SãoSebastiãodaBoaVista,MARCOS GONÇALVES DE ANDRADE,Secretário(a) de Saúde
1216,MA,Timbiras,LESUI FARIAS MOUZINHO,Secretário(a) de Saúde
1217,PI,DomExpeditoLopes,WENERSÂMIO ARAUJO  DE MOURA LUZ,Secretário(a) de Saúde
1218,RN,Pureza,ROSE MARY MAGNA GOMES FONSECA MOURA,Secretário(a) de Saúde
1219,BA,Adustina,EUGENIO SANTANA CARVALHO,Secretário(a) de Saúde
1220,BA,ÉricoCardoso,JAIRTON CARLOS OLIVEIRA VIEIRA ,Secretário(a) de Saúde
1221,BA,Anagé,PAULO OLIVEIRA MARINHO,Secretário(a) de Saúde
1222,BA,Caetité,JOSÉ ALFREDO AMORIM FILHO,Secretário(a) de Saúde
1223,BA,Matina,CHARLES JACSON FAGUNDES COSTA,Secretário(a) de Saúde
1224,BA,Planalto,RENÊ DA SILVA SOARES RODRIGUES,Secretário(a) de Saúde
1225,SP,Mococa,LUIZ NICANOR BETTIOL JUNIOR,Secretário(a) de Saúde
1226,PR,GodoyMoreira,ORLANDO ANICETO DO NASCIMENTO ,Secretário(a) de Saúde
1227,SC,Araquari,Jucélio da Silva,Secretário(a) de Saúde
1228,SC,Camboriú,ELISAMA FREITAS SCHULLE,Secretário(a) de Saúde
1229,RS,NovoHamburgo,NAASOM LUCIANO DA ROCHA,Secretário(a) de Saúde
1230,MA,Rosário,VIVIANE ARRUDA PEREIRA BRITO,Secretário(a) de Saúde
1231,PE,Limoeiro,PALOMA SONALLY DA CUNHA PEDROSA,Secretário(a) de Saúde
1232,SE,SantanadoSãoFrancisco,VANESCA ROMÃO TELES RORIZ,Secretário(a) de Saúde
1233,BA,Boquira,ALAN MACHADO FRANÇA,Secretário(a) de Saúde
1234,MG,Ibiraci,MAELI DE OLIVEIRA RIBEIRO,Secretário(a) de Saúde
1235,SP,PedraBela,RODRIGO NEVES LEONARDI,Secretário(a) de Saúde
1236,PI,JosédeFreitas,SARA DE MORAES FARIAS,Secretário(a) de Saúde
1237,AL,Pariconha,GIZELY TAYLLEN ALVES SA ,Secretário(a) de Saúde
1238,BA,Araci,KEILA SILVA  ANUNCIAÇÃO DA SILVA,Secretário(a) de Saúde
1239,BA,Cafarnaum,ANTONIO CARLOS SENA XAVIER,Secretário(a) de Saúde
1240,BA,Cordeiros,HELENA OLIVEIRA SALOMÃO,Secretário(a) de Saúde
1241,BA,DomBasílio,VALMOR SANTOS FELIX,Secretário(a) de Saúde
1242,BA,Malhada,RAIMUNDO RICARDO GONÇALVES DIAS,Secretário(a) de Saúde
1243,BA,SebastiãoLaranjeiras,ROSILENE ALVES CAMPOS,Secretário(a) de Saúde
1244,MG,Patrocínio,LUIZ EDUARDO SALOMÃO,Secretário(a) de Saúde
1245,ES,DoresdoRioPreto,KATIA PANICA SILVA ZINI,Secretário(a) de Saúde
1246,SP,AraçoiabadaSerra,Marli Rodriguesde Oliveira Raymundo,Secretário(a) de Saúde
1247,SP,Jeriquara,JULIANA SARRETA LUCINDO,Secretário(a) de Saúde
1248,SP,Óleo,MARIA LUIZA SOLDERA,Secretário(a) de Saúde
1249,SP,RibeirãoCorrente,Silvana Aparecida Ferreira Mendes,Secretário(a) de Saúde
1250,SP,Torrinha,Karina Fernanda Tury Tedeschi,Secretário(a) de Saúde
1251,PR,Palmeira,ANA PAULA FERREIRA MARQUES,Secretário(a) de Saúde
1252,SC,Ascurra,ENILSON ERLEY DE FREITAS,Secretário(a) de Saúde
1253,SC,Galvão,JOAO PAULO GARCIA ,Secretário(a) de Saúde
1254,SC,Ipumirim,Adilo de Almeida Gosch,Secretário(a) de Saúde
1255,SC,Ouro,GABRIELA CRSITINA MINKS LOPES DUARTE,Secretário(a) de Saúde
1256,SC,SãoDomingos,GUSTAVO  VALGOI,Secretário(a) de Saúde
1257,PA,SantaCruzdoArari,Ediene Pamplona Bentes,Secretário(a) de Saúde
1258,MA,Coroatá,VALQUÍRIA DE SOUSA COSTA CARNEIRO,Secretário(a) de Saúde
1259,PE,Timbaúba,MARILEIDE ROSENDO DE ALBUQUERQUE,Secretário(a) de Saúde
1260,BA,Caém,ANTONIO CARLOS DE OLIVEIRA NUNES,Secretário(a) de Saúde
1261,SP,Amparo,FERNANDO GABRIEL CAZOTTO,Secretário(a) de Saúde
1262,SP,SantoAndré,MARCIO CHAVES PIRES,Secretário(a) de Saúde
1263,RS,Quaraí,Mauro Ely de Almeida,Secretário(a) de Saúde
1264,MS,Nioaque,ANTONIO RAIMUNDO DA SILVA ,Secretário(a) de Saúde
1265,MT,Cuiabá,DANIELE PEDROSO DIAS CARMONA BERTUCINI,Secretário(a) de Saúde
1266,PA,Juruti,Adaias Ramos Batista Neto,Secretário(a) de Saúde
1267,PI,AlagoinhadoPiauí,MARIA AMÉLIA LIMA DE SÁ ROCHA,Secretário(a) de Saúde
1268,PI,SantoAntôniodeLisboa,MARCIANA REGINA ROCHA SILVA,Secretário(a) de Saúde
1269,RN,SantanadoSeridó,Neilton Lima dos Santos,Secretário(a) de Saúde
1270,SE,Arauá,FRANCIELLE ANDRADE COSTA SOUZA,Secretário(a) de Saúde
1271,MG,Carrancas, NEUZA ALVES RIBEIRO NOGUEIRA SOUS,Secretário(a) de Saúde
1272,ES,BomJesusdoNorte,Laura Monteiro Arêas Boechat,Secretário(a) de Saúde
1273,ES,Ecoporanga,Ricardo Abreu Maia,Secretário(a) de Saúde
1274,SP,Conchal,Wagner Edivaldo Fadel Lozano ,Secretário(a) de Saúde
1275,SP,Cubatão,Eliane Aparecida Taniolo,Secretário(a) de Saúde
1276,SP,Itariri,Ariane Lourdes Moreira de Oliveira,Secretário(a) de Saúde
1277,SP,MogiGuaçu,LUCIANO FIRMINO VIEIRA,Secretário(a) de Saúde
1278,SP,PedrodeToledo,Ranulfo Julio Mariano Pereira,Secretário(a) de Saúde
1279,SP,Pirapozinho,PAULA VANESSA BOBATTO,Secretário(a) de Saúde
1280,RO,Guajará-Mirim,MARLUCIO BLIMA PAES,Secretário(a) de Saúde
1281,PA,SãoFélixdoXingu,Raphael Antônio de Lima e Souza,Secretário(a) de Saúde
1282,MA,Colinas,SOLIANE DA SILVA MONTEIRO,Secretário(a) de Saúde
1283,MA,Parnarama,FRANCISCA MÁRCIA GUIMARÃES S. SOARES,Secretário(a) de Saúde
1284,PI,Bocaina,EDILBERTO DANTAS LIMA,Secretário(a) de Saúde
1285,ES,BaixoGuandu,Vinicius Dettoni Gobbo,Secretário(a) de Saúde
1286,RJ,Aperibé,Ilcilane Rocha Lourenço ,Secretário(a) de Saúde
1287,RJ,Areal,Gilmara Garcia Rocha ,Secretário(a) de Saúde
1288,RJ,RiodasOstras,Denilson Santa Rosa,Secretário(a) de Saúde
1289,SP,ÁlvaresFlorence,Gláucia Waideman Fernandes,Secretário(a) de Saúde
1290,SP,Ariranha,Marina Luchetti Riva,Secretário(a) de Saúde
1291,SP,ArturNogueira,Vilma Zacharia Sia ,Secretário(a) de Saúde
1292,SP,Juquiá,Claudinelly Maria das Neves Morais Zaghi,Secretário(a) de Saúde
1293,SP,PontesGestal,YSA MIRTES HONÓRIO AGOSTINELI,Secretário(a) de Saúde
1294,SP,Serrana,Leila Aparecida  do Valle Gusmão,Secretário(a) de Saúde
1295,RS,ItatibadoSul,ADRIANA STACHELSKI,Secretário(a) de Saúde
1296,RS,Riozinho,DIOGO GEREMIAS PRETTO,Secretário(a) de Saúde
1297,GO,Jaupaci,JULIO CÉSAR HARAMI,Secretário(a) de Saúde
1298,AM,Jutaí,KARITA HELLEN BARBOSA MENDES,Secretário(a) de Saúde
1299,TO,Guaraí,WELLINGTON DE SOUSA SILVA,Secretário(a) de Saúde
1300,PI,SãoJoãodaCanabrava,MAYKIANE DE ABREU LUZ,Secretário(a) de Saúde
1301,RN,Acari,Ewertton Sales de Medeiros,Secretário(a) de Saúde
1302,PE,SãoJosédaCoroaGrande,TARCIANA CRISTINA ARAÚJO MOTA,Secretário(a) de Saúde
1303,PE,Tuparetama,Elizabeth Gomes F. Silva,Secretário(a) de Saúde
1304,BA,Heliópolis,ELENICE SILVA BISPO,Secretário(a) de Saúde
1305,SP,Cafelândia,Jéssica Eugênio Pessan dos Santos,Secretário(a) de Saúde
1306,PR,Tapejara,EDSON D. SOUZA,Secretário(a) de Saúde
1307,SC,Papanduva,CATIA SALIBA,Secretário(a) de Saúde
1308,RS,Brochier,MONICA ALINE  KERBER NEIS,Secretário(a) de Saúde
1309,RS,DezesseisdeNovembro,Geila Knoll,Secretário(a) de Saúde
1310,RS,Erebango,MARIA LEONICE DOS SANTOS,Secretário(a) de Saúde
1311,RS,Ernestina,ADRIANA VOIGT,Secretário(a) de Saúde
1312,RS,NovaBréscia,FABIANO MUELLER LEMOS,Secretário(a) de Saúde
1313,MS,Coxim,LASALETTE APARECIDA BELL DE SOUZA,Secretário(a) de Saúde
1314,MA,SãoFélixdeBalsas,ALEX MARTINS SILVA,Secretário(a) de Saúde
1315,PI,SãoJosédoPiauí,ROSEMARY LEAL DE MOURA BEZERRA,Secretário(a) de Saúde
1316,AL,Penedo,WANINNA PRISCYLLA SANTOS MENDONÇA,Secretário(a) de Saúde
1317,AL,PortoCalvo,SILVANA MACEDO MARINHO ,Secretário(a) de Saúde
1318,BA,Aiquara,ISAIAS FERREIRA DE OLIVEIRA NETO,Secretário(a) de Saúde
1319,BA,DárioMeira,ROBERTO VINICIUS SANTOS,Secretário(a) de Saúde
1320,BA,Gongogi,DERMIVAL JOSÉ SANTOS SIMÕES,Secretário(a) de Saúde
1321,BA,LicíniodeAlmeida,MARIO EDIBERTO BOTELHO CARVALHO ,Secretário(a) de Saúde
1322,BA,PresidenteDutra,GRAZIA NOVAES MENDES,Secretário(a) de Saúde
1323,BA,SerraDourada,JEISE LUARA DE SOUZA,Secretário(a) de Saúde
1324,PR,BocaiúvadoSul,GERSON ANTÔNIO AGIBERT CAVASSIN,Secretário(a) de Saúde
1325,RS,ArroiodosRatos,Juliano Medeiros,Secretário(a) de Saúde
1326,RS,CapãodaCanoa,JOSIEL GONÇALVES DE MATOS,Secretário(a) de Saúde
1327,RS,ErvalSeco,SANDRO MARCIO PEREIRA GRAFF,Secretário(a) de Saúde
1328,RS,NovaAraçá,Silvania Turmina,Secretário(a) de Saúde
1329,RS,Redentora,CARLA REGINA DOS SANTOS MIRANDA,Secretário(a) de Saúde
1330,RS,SeverianodeAlmeida,DIMAS ALDINO DANDOLINI,Secretário(a) de Saúde
1331,PI,SantoInáciodoPiauí,BRUNA LARA CARVALHO MONTEIRO MESQUITA,Secretário(a) de Saúde
1332,CE,Fortaleza,GALENO TAUMATURGO LOPES,Secretário(a) de Saúde
1333,BA,TabocasdoBrejoVelho,FLAVIANE DA SILVA CARNEIRO VIEIRA,Secretário(a) de Saúde
1334,MG,Itambacuri,FULGÊNCIO DIAS MUNIZ,Secretário(a) de Saúde
1335,RS,Alpestre,Marcos Scaranovatto,Secretário(a) de Saúde
1336,RS,CamposBorges,Ivandro Biazzi,Secretário(a) de Saúde
1337,RS,CerroGrande,VALCIR DOMINGO ALBERTI,Secretário(a) de Saúde
1338,RS,Entre-Ijuís,Walquíria Moscon,Secretário(a) de Saúde
1339,RS,Harmonia,SIMONE KLASSMAN,Secretário(a) de Saúde
1340,RS,NovaEsperançadoSul,LEONIR REBELATO,Secretário(a) de Saúde
1341,RS,Paverama,VIVIANE ALTENHOFEN,Secretário(a) de Saúde
1342,RS,Planalto,DORIVAL WALFRID WERKHAUSEN,Secretário(a) de Saúde
1343,RS,TerradeAreia,OSVALDO DE MATTOS SOBRINHO,Secretário(a) de Saúde
1344,CE,Baturité,SAYONARA MOURA DE OLIVEIRA CIDADE,Secretário(a) de Saúde
1345,CE,NovaOlinda,KALINE BARBOSA CALVACANTE  ARRAES,Secretário(a) de Saúde
1346,SP,Botucatu,ANDRE SPADARO,Secretário(a) de Saúde
1347,SP,Caçapava,TATIANA CAROLINE AMARAL,Secretário(a) de Saúde
1348,SP,Catanduva,Claudia Monteiro Ferrazzi Ferreira,Secretário(a) de Saúde
1349,SP,Gália,ISRAEL SERGIO PAUO DI IORIO,Secretário(a) de Saúde
1350,PR,Palmas,Marília Cristina Forest,Secretário(a) de Saúde
1351,RS,Constantina,Vilson Menegazzo,Secretário(a) de Saúde
1352,RS,CoronelBicaco,Luciano Garcia,Secretário(a) de Saúde
1353,MT,DomAquino,CLAUDIO ADRIANO AMARANTE,Secretário(a) de Saúde
1354,MT,NovaXavantina,ILZA FABIOLA ZUSSO,Secretário(a) de Saúde
1355,PI,CampinasdoPiauí,ANDRÉA DE ARAÚJO MOURA FÉ,Secretário(a) de Saúde
1356,CE,Barreira,ELENEIDE TORRES BRILHANTE,Secretário(a) de Saúde
1357,CE,Graça,VANESSA RODRIGUES DE PAULA,Secretário(a) de Saúde
1358,BA,MatadeSãoJoão,TATIANE REBOUÇAS CRUZ DE CARVALHO,Secretário(a) de Saúde
1359,SP,Anhembi,Renata Cristina Albuquerque,Secretário(a) de Saúde
1360,SP,Iacanga,Vivian Previero Goulart,Secretário(a) de Saúde
1361,SP,Jales,Alexis Shiguero Kitayama,Secretário(a) de Saúde
1362,SC,RiodoSul,ROBERTA HOCHLEITNER,Secretário(a) de Saúde
1363,RS,RodeioBonito,DANIELA STRAPAZZON,Secretário(a) de Saúde
1364,GO,Edealina,MEIRILAINE RODRIGUES ALVES BARBOSA,Secretário(a) de Saúde
1365,GO,Porteirão,OLDAIR ARRUDA DA SILVA,Secretário(a) de Saúde
1366,MA,Codó,Mário Nogueira Braga Neto ,Secretário(a) de Saúde
1367,MA,SantaQuitériadoMaranhão,Ricardo Pimentel,Secretário(a) de Saúde
1368,RN,Canguaretama,Temporariamente sem informação,Secretário(a) de Saúde
1369,ES,Montanha,Viviane Assis,Secretário(a) de Saúde
1370,SC,BelaVistadoToldo,Marcela Adriana Czerniak,Secretário(a) de Saúde
1371,SC,SantiagodoSul,ALACIR DURANTE ,Secretário(a) de Saúde
1372,SC,SãoPedrodeAlcântara,JOSELAINE CRSITINA STEIN,Secretário(a) de Saúde
1373,RS,Aceguá,MAURÍCIO LARRUSCAIM PORTO,Secretário(a) de Saúde
1374,RS,AlmiranteTamandarédoSul,ANDRÉ LUIS DA SILVA ,Secretário(a) de Saúde
1375,RS,BoaVistadoCadeado,MARIA INES DALLA COSTA ,Secretário(a) de Saúde
1376,RS,BoaVistadoIncra,MARIA LUIZA TATSCH DO AMARAL,Secretário(a) de Saúde
1377,RS,Bozano,SANDRA RAQUEL  CECCATO,Secretário(a) de Saúde
1378,RS,CanudosdoVale,RENATO ANTONIO SCHMIDT,Secretário(a) de Saúde
1379,RS,CapãoBonitodoSul,Thais Roman Rieth,Secretário(a) de Saúde
1380,RS,CapãodoCipó,Antônio Jardim,Secretário(a) de Saúde
1381,RS,CoqueiroBaixo,Viviane Graciela Bettio,Secretário(a) de Saúde
1382,RS,CoronelPilar,Carla Giovanaz Pivatto,Secretário(a) de Saúde
1383,RS,Cruzaltense,OSVALDIR JOSE RIGON,Secretário(a) de Saúde
1384,RS,Forquetinha,HEIDI TERESINHA GRUNEWALD,Secretário(a) de Saúde
1385,RS,Itati,Everson Silva,Secretário(a) de Saúde
1386,RS,Jacuizinho,JOÃO MAURO HASS,Secretário(a) de Saúde
1387,RS,LagoaBonitadoSul,LEONIR VICENTE  FRANCESKUET,Secretário(a) de Saúde
1388,RS,MatoQueimado,Rosenei Welter Paiva,Secretário(a) de Saúde
1389,RS,NovoXingu,MOISES HOLZ TASSO,Secretário(a) de Saúde
1390,RS,PauloBento,MARILENE OTTO,Secretário(a) de Saúde
1391,RS,PintoBandeira,Juliane Ferrari Guizzo,Secretário(a) de Saúde
1392,RS,QuatroIrmãos,GIOVAN POGANSKI,Secretário(a) de Saúde
1393,RS,Rolador,Maria Rosantina dos Santos da Rocha,Secretário(a) de Saúde
1394,RS,SantaCecíliadoSul,LAILA PANISSON,Secretário(a) de Saúde
1395,RS,SãoJosédoSul,SILVANI MARIA KREMER,Secretário(a) de Saúde
1396,RS,SãoPedrodasMissões,HILDO FRANCISCO ZANDONÁ ,Secretário(a) de Saúde
1397,RS,TioHugo,ANA LÚCIA  DA SILVA,Secretário(a) de Saúde
1398,MA,Bacabal,JAMES SOARES DOS SANTOS,Secretário(a) de Saúde
1399,PB,Ibiara,MARIA JAIRA BARROS SEGUNDA,Secretário(a) de Saúde
1400,BA,BarroPreto,ANA PAULA RAMOS DE ARAUJO GOMES,Secretário(a) de Saúde
1401,BA,CapeladoAltoAlegre,ERIVAN SANTOS SILVA,Secretário(a) de Saúde
1402,ES,SantaLeopoldina,Sigrid Sthur,Secretário(a) de Saúde
1403,RJ,SãoSebastiãodoAlto,CLAUDIANE DOS SANTOS PIETRANI,Secretário(a) de Saúde
1404,SP,Jarinu,LUÍS FERNANDO TOFANI,Secretário(a) de Saúde
1405,PR,Maripá,MARGUID MAAS LERNER,Secretário(a) de Saúde
1406,PR,SãoJosédasPalmeiras,ERONISES FERNANDES DA SILVA ,Secretário(a) de Saúde
1407,RS,ArroiodoPadre,ROMEU ZELL,Secretário(a) de Saúde
1408,RS,PinhaldaSerra,KALIL UBAITER DA COSTA E SILVA,Secretário(a) de Saúde
1409,RS,SantaMargaridadoSul,Luciana Barbosa Souto Dias,Secretário(a) de Saúde
1410,RS,Taquara,Ana Maria Rodrigues,Secretário(a) de Saúde
1411,PI,FloresdoPiauí,ZAIRA DO NASCIMENTO COTA DA COSTA,Secretário(a) de Saúde
1412,BA,AntônioCardoso,KALINE DA CUNHA OLIVEIRA ,Secretário(a) de Saúde
1413,BA,PauBrasil,DAIANE BARROS DOS SANTOS,Secretário(a) de Saúde
1414,ES,Itarana,VANESSA ARRIVABENE MARTINELLI,Secretário(a) de Saúde
1415,SP,Bilac,RICARDO LUIZ PINTO DE OLIVEIRA,Secretário(a) de Saúde
1416,PR,EspigãoAltodoIguaçu,JOCEMAR MENDES DE JESUS,Secretário(a) de Saúde
1417,PA,Acará,JONAS VALE DE MOURA,Secretário(a) de Saúde
1418,PA,FlorestadoAraguaia,KLEBER MARTINS DOS SANTOS,Secretário(a) de Saúde
1419,MA,VitóriadoMearim,TÉCIO BRENO E SILVA MACIEL,Secretário(a) de Saúde
1420,BA,Maracás,DARLENE COELHO ROSA,Secretário(a) de Saúde
1421,RJ,SãoFidélis,Janine Petrutes Palagar ,Secretário(a) de Saúde
1422,SP,SantoExpedito,GLAUCIA ANDRADE G. FERRÁRIO,Secretário(a) de Saúde
1423,RS,Camaquã,Taise Rossler dos Santos,Secretário(a) de Saúde
1424,RS,RosáriodoSul,Sandra Helem Abrianos Moreira,Secretário(a) de Saúde
1425,MT,BarradoBugres,CLÁUDIA ALVES DE SOUZA LIMA,Secretário(a) de Saúde
1426,PE,Pesqueira,Thiago Luiz Soares Muniz,Secretário(a) de Saúde
